START,STOP,FREQ
1,1,1.0075275889790252
2,2,0.46619893298253307
3,3,0.46546809910107434
4,4,0.46422568150259447
5,5,0.01775926331944749
6,6,0.017978513483885114
7,7,0.017540013155009866
8,8,0.017393846378718117
9,9,0.06884455163341373
10,10,0.017393846378718117
11,11,0.02185193305561646
12,12,0.01673609588540525
13,13,0.016809179273551123
14,14,0.015493678286925381
15,15,0.016078345392092377
16,16,0.49623620551048747
17,17,0.015493678286925381
18,18,0.01615142878023825
19,19,0.025286852298472558
20,20,0.015347511510633634
21,21,0.25988452824672953
22,22,0.025359935686618432
23,23,0.014251260688445516
24,24,0.014762844405466637
25,25,0.014251260688445516
26,26,0.022509683548929328
27,27,0.23671709420448733
28,28,0.018124680260176863
29,29,0.014251260688445516
30,30,0.010304757728568297
31,31,0.013228093254403274
32,32,0.008477673024921435
33,33,0.24702185193305562
34,34,0.01103559161002704
35,35,0.007966089307900314
36,36,0.007746839143462691
37,37,0.4910472849521304
38,38,0.012424175984798655
39,39,0.01052400789300592
40,40,0.5051523788642841
41,41,0.04056128042096031
42,42,0.007381422202733318
43,43,0.04713878535408902
44,44,0.006504421544982825
45,45,0.005992837827961704
46,46,0.02104801578601184
47,47,0.007600672367170942
48,48,0.006139004604253453
49,49,0.02075568223342834
50,50,0.4651757655484908
51,51,0.47394577212599576
52,52,0.008039172696046188
53,53,0.01037784111671417
54,54,0.007673755755316817
55,55,0.009500840458963678
56,56,0.005408170722794709
57,57,0.005846671051669955
58,58,0.4671490170284294
59,59,0.009062340130088432
60,60,0.4818387780457502
61,61,0.49060878462325513
62,62,0.03405685887597749
63,63,0.4915588686691515
64,64,0.4910472849521304
65,65,0.0041657531243148435
66,66,0.48775853248556605
67,67,0.012058759044069283
68,68,0.015493678286925381
69,69,0.0041657531243148435
70,70,0.4738726887378499
71,71,0.01052400789300592
72,72,0.0048235036176277135
73,73,0.48790469926185775
74,74,0.4707301030475773
75,75,0.0041657531243148435
76,76,0.47358035518526637
77,77,0.0035080026310019734
78,78,0.0035080026310019734
79,79,0.024044434699992692
80,80,0.007819922531608566
81,81,0.004531170065044216
82,82,0.009427757070817803
83,83,0.00328875246656435
84,84,0.0035080026310019734
85,85,0.4512899218007747
86,86,0.0032156690784184753
87,87,0.0036541694072937223
88,88,0.03581086019147848
89,89,0.0035810860191478476
90,90,0.005408170722794709
91,91,0.013228093254403274
92,92,0.011547175327048163
93,93,0.003800336183585471
94,94,0.021340349338595337
95,95,0.003142585690272601
96,96,0.0036541694072937223
97,97,0.004311919900606592
98,98,0.007819922531608566
99,99,0.0032156690784184753
100,100,0.0039465029598772195
101,101,0.0024848351969597314
102,102,0.0021194182562303586
103,103,0.0021194182562303586
104,104,0.04341153255864942
105,105,0.0034349192428560988
106,106,0.01805159687203099
107,107,0.0028502521376891033
108,108,0.007454505590879193
109,109,0.015786011839508878
110,110,0.0029233355258349776
111,111,0.0028502521376891033
112,112,0.48432361324270995
113,113,0.0048235036176277135
114,114,0.0043850032887524665
115,115,0.004019586348023094
116,116,0.00591975443981583
117,117,0.0027040853613973545
118,118,0.4764306073229555
119,119,0.0021925016443762333
120,120,0.017978513483885114
121,121,0.010158590952276548
122,122,0.006942921873858072
123,123,0.49857487393115546
124,124,0.48600453117006504
125,125,0.009281590294526056
126,126,0.015493678286925381
127,127,0.47160710370532777
128,128,0.01381276035957027
129,129,0.011327925162610539
130,130,0.019513264634948475
131,131,0.007454505590879193
132,132,0.01037784111671417
133,133,0.03844186216472996
134,134,0.4812541109405832
135,135,0.48629686472264855
136,136,0.011474091938902288
137,137,0.0036541694072937223
138,138,0.005115837170211211
139,139,0.026090769568077175
140,140,0.47058393627128553
141,141,0.4911934517284221
142,142,0.006942921873858072
143,143,0.00460425345319009
144,144,0.012935759701819776
145,145,0.010450924504860045
146,146,0.46049842870715485
147,147,0.009135423518234305
148,148,0.04333844917050354
149,149,0.015347511510633634
150,150,0.015420594898779507
151,151,0.01695534604984287
152,152,0.019147847694219105
153,153,0.016663012497259374
154,154,0.02733318716655704
155,155,0.48746619893298254
156,156,0.01761309654315574
157,157,0.016663012497259374
158,158,0.016005262003946502
159,159,0.020609515457136594
160,160,0.023971351311846818
161,161,0.48395819630198056
162,162,0.01673609588540525
163,163,0.01710151282613462
164,164,0.016078345392092377
165,165,0.016663012497259374
166,166,0.02733318716655704
167,167,0.045457867426733904
168,168,0.017393846378718117
169,169,0.48658919827523206
170,170,0.016516845720967625
171,171,0.01615142878023825
172,172,0.015859095227654753
173,173,0.016370678944675875
174,174,0.02104801578601184
175,175,0.4806694438354162
176,176,0.015347511510633634
177,177,0.015786011839508878
178,178,0.02207118322005408
179,179,0.015201344734341884
180,180,0.01527442812248776
181,181,0.021121099174157713
182,182,0.015055177958050135
183,183,0.015347511510633634
184,184,0.48023094350654094
185,185,0.015201344734341884
186,186,0.015201344734341884
187,187,0.015055177958050135
188,188,0.02762552071914054
189,189,0.015493678286925381
190,190,0.024409851640722065
191,191,0.01512826134619601
192,192,0.015347511510633634
193,193,0.02075568223342834
194,194,0.015566761675071256
195,195,0.016882262661696998
196,196,0.028064021048015787
197,197,0.01527442812248776
198,198,0.015566761675071256
199,199,0.4348461594679529
200,200,0.016005262003946502
201,201,0.48819703281444127
202,202,0.01615142878023825
203,203,0.05137762186654973
204,204,0.01673609588540525
205,205,0.4880508660381495
206,206,0.01746692976686399
207,207,0.031864357231601255
208,208,0.011985675655923409
209,209,0.002996418913980852
210,210,0.0030695023021267264
211,211,0.008185339472337938
212,212,0.004750420229481839
213,213,0.07461813929693781
214,214,0.016370678944675875
215,215,0.002338668420667982
216,216,0.010158590952276548
217,217,0.45772125995761165
218,218,0.0021925016443762333
219,219,0.012570342761090404
220,220,0.47847694219104
221,221,0.002484835196959731
222,222,0.04311919900606592
223,223,0.4841043630782723
224,224,0.010816341445589418
225,225,0.489512533801067
226,226,0.012643426149236279
227,227,0.4823503617627713
228,228,0.48249652853906305
229,229,0.006504421544982825
230,230,0.04370386611123292
231,231,0.008039172696046188
232,232,0.006139004604253453
233,233,0.48286194547979244
234,234,0.4833004458086677
235,235,0.4765036907111014
236,236,0.015347511510633634
237,237,0.004458086676898341
238,238,0.021413432726741212
239,239,0.49360520353723597
240,240,0.025579185851056056
241,241,0.49053570123510926
242,242,0.013520426806986771
243,243,0.00328875246656435
244,244,0.47906160929620695
245,245,0.47548052327705914
246,246,0.007966089307900314
247,247,0.011766425491485785
248,248,0.009427757070817803
249,249,0.004458086676898341
250,250,0.4938244537016736
251,251,0.011327925162610539
252,252,0.008770006577504933
253,253,0.45684425929986117
254,254,0.005700504275378207
255,255,0.4863699481107944
256,256,0.002338668420667982
257,257,0.01644376233282175
258,258,0.0016078345392092376
259,259,0.015347511510633634
260,260,0.0062120879923993275
261,261,0.004969670393919462
262,262,0.02090184900972009
263,263,0.0016078345392092376
264,264,0.0017540013155009867
265,265,0.004238836512460717
266,266,0.0019732514799386098
267,267,0.004019586348023094
268,268,0.006504421544982825
269,269,0.0021194182562303586
270,270,0.002265585032522108
271,271,0.5123145509025798
272,272,0.007089088650149821
273,273,0.0017540013155009867
274,274,0.018855514141635606
275,275,0.0013885843747716143
276,276,0.0016809179273551123
277,277,0.4949937879120076
278,278,0.0014616677629174888
279,279,0.00131550098662574
280,280,0.010816341445589418
281,281,0.004019586348023094
282,282,0.0029233355258349776
283,283,0.019147847694219105
284,284,0.4811079441642915
285,285,0.0016809179273551123
286,286,0.014835927793612511
287,287,0.007600672367170942
288,288,0.02053643206899072
289,289,0.06555579916684938
290,290,0.0014616677629174888
291,291,0.0013885843747716143
292,292,0.47021851933055614
293,293,0.0014616677629174888
294,294,0.0013885843747716143
295,295,0.0013885843747716143
296,296,0.0014616677629174888
297,297,0.0021194182562303586
298,298,0.22948183877804576
299,299,0.010450924504860045
300,300,0.0015347511510633632
301,301,0.002338668420667982
302,302,0.014689761017320764
303,303,0.0013885843747716143
304,304,0.0032156690784184753
305,305,0.0014616677629174888
306,306,0.0019001680917927356
307,307,0.00920850690638018
308,308,0.0013885843747716143
309,309,0.00131550098662574
310,310,0.47051085288313965
311,311,0.00131550098662574
312,312,0.0013885843747716143
313,313,0.007016005262003947
314,314,0.00131550098662574
315,315,0.00131550098662574
316,316,0.024409851640722065
317,317,0.4599137616019879
318,318,0.0066505883212745745
319,319,0.015566761675071256
320,320,0.47599210699408023
321,321,0.0015347511510633632
322,322,0.0029233355258349776
323,323,0.0021194182562303586
324,324,0.0014616677629174888
325,325,0.01615142878023825
326,326,0.0024117518088138568
327,327,0.0016078345392092376
328,328,0.498867207483739
329,329,0.0014616677629174888
330,330,0.0014616677629174888
331,331,0.4929474530439231
332,332,0.0016809179273551123
333,333,0.0020463348680844844
334,334,0.053862457063509464
335,335,0.0013885843747716143
336,336,0.0041657531243148435
337,337,0.012643426149236279
338,338,0.00131550098662574
339,339,0.00131550098662574
340,340,0.012862676313673901
341,341,0.0015347511510633632
342,342,0.0012424175984798655
343,343,0.0068698384857121975
344,344,0.0066505883212745745
345,345,0.0014616677629174888
346,346,0.01827084703646861
347,347,0.0019001680917927356
348,348,0.0014616677629174888
349,349,0.00460425345319009
350,350,0.0027771687495432287
351,351,0.0020463348680844844
352,352,0.4807425272235621
353,353,0.0028502521376891033
354,354,0.0027771687495432287
355,355,0.01527442812248776
356,356,0.0014616677629174888
357,357,0.0013885843747716143
358,358,0.47168018709347365
359,359,0.0015347511510633632
360,360,0.0013885843747716143
361,361,0.009500840458963678
362,362,0.0017540013155009867
363,363,0.002265585032522108
364,364,0.42739165387707373
365,365,0.0015347511510633632
366,366,0.0017540013155009867
367,367,0.0357377768033326
368,368,0.0020463348680844844
369,369,0.0016078345392092376
370,370,0.4776730249214354
371,371,0.0015347511510633632
372,372,0.00131550098662574
373,373,0.005992837827961704
374,374,0.0014616677629174888
375,375,0.00131550098662574
376,376,0.0048235036176277135
